phase,study,task,predictor,seed,status,epochs,train_samples,val_samples,train_loss,train_pred_loss,train_anti_collapse,train_ac_mean_norm,train_ac_cov_trace,train_ac_cov_min_eig,train_ac_cov_max_eig,train_ac_effective_rank,val_pred_loss,val_cov_trace,val_cov_min_eig,val_cov_max_eig,val_effective_rank,val_aliasing_rate
phase1_pilot,study1,maze,mlp,1,complete,3,384,128,0.4803697740038236,0.00032488481762508553,16.001496473948162,0.024957476183772087,3.349895268911496e-05,1.6946196182421325e-11,3.2818690669955686e-05,1.1379941986226634,0.00011723372335836757,0.0061329384334385395,0.0,0.0060216817073524,1.1255259376679092,0.6781326781326781
phase1_pilot,study1,maze,spiking,1,complete,3,384,128,0.48010269552469254,8.98281153543697e-05,16.000429153442383,0.011376780457794666,3.2271632335323375e-06,1.5968518174425128e-11,2.8638010007853154e-06,1.6003387945051166,4.210728366160765e-05,0.00016609978047199547,0.0,0.00012978176528122276,2.2088199877850223,0.6519607843137255
phase1_pilot,study1,sorting,mlp,1,complete,3,384,128,0.48165134837230045,0.0020249364412544915,15.987547397613525,0.04541940614581108,0.012798450887203217,3.0740864076506114e-08,0.008213013410568237,2.6961244759792873,0.002240760368295014,0.2258373349905014,5.944182035477752e-09,0.10334619879722595,5.452078073175679,
phase1_pilot,study1,sorting,spiking,1,complete,3,384,128,0.4782153144478798,0.0022135737332670638,15.866725126902262,0.11531970649957657,0.2256016880273819,9.30124102183072e-08,0.2102668583393097,1.3285851843132859,0.002418562478851527,0.4005308151245117,3.975502238517947e-08,0.25087249279022217,3.8254230432043643,
