study,task,predictor,variant,damage_type,damage_level,head_type,metric,n_rows,n_seeds,mean,sd,median,q25,q75,boot_ci_low,boot_ci_high
study3,,,tube_only,load_targeted,0.15,,junction_area,4,4,2.7797124410696403,0.18148351381012576,2.8164220581552337,2.6943751052779072,2.901759393946967,2.625559276890963,2.9169854987916164
study3,,,tube_only,load_targeted,0.15,,surface,4,4,21.82959618170771,1.495620018999423,21.60919081140817,20.72060201105016,22.71818498206572,20.622883374372915,23.036308989042503
study3,,,tube_only,load_targeted,0.15,,delivered_traffic,4,4,111.61927864532151,13.39224637065488,115.05904412089815,105.97993111777515,120.69839164844451,99.93975268264205,121.49052014754571
study3,,,tube_only,load_targeted,0.15,,normalized_surface,4,4,0.1968258903527966,0.016060416469103642,0.19315961823653505,0.18717120049660277,0.20281430809272888,0.18544868992023594,0.2114589198962029
study3,,,tube_only,load_targeted,0.15,,gate_entropy,4,4,0.5102043592198087,0.005860540975135604,0.5111547085386832,0.5063075867851381,0.515051480973354,0.5053236779456995,0.515085040493918
study3,,,tube_only,load_targeted,0.15,,load_gini,4,4,0.4947969319500843,0.014650540326768253,0.49900003988047814,0.4879970770914461,0.5057998947391162,0.48270009351007637,0.5059161727990767
study3,,,tube_only,load_targeted,0.15,,surface_degradation,4,4,0.046132350021250455,0.006070586338804075,0.04382812797355095,0.04231107796360705,0.04764940003119435,0.0421732866670382,0.05184379736304353
study3,,,tube_only,load_targeted,0.15,,traffic_degradation,4,4,86.58864764247619,6.378457143720887,88.21571238590028,84.95898321086142,89.84537681751505,80.40263580644901,91.14759473507928
study3,,,tube_only,none,0.0,,damage_level,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
study3,,,tube_only,none,0.0,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,tube_only,none,0.0,,active_segments,4,4,240.75,2.9860788111948193,241.0,239.25,242.5,238.25,243.0
study3,,,tube_only,none,0.0,,total_length,4,4,100.25986960040672,5.4665519076929465,97.84184693665831,97.38078023623072,100.72093630083431,97.2306308571049,105.70182172593186
study3,,,tube_only,none,0.0,,tube_area,4,4,26.049830823522832,1.6785875453854155,25.57279791586029,25.280114897899413,26.342513841483708,24.847885800698318,27.728808754009886
study3,,,tube_only,none,0.0,,junction_area,4,4,3.69943110818056,0.2011670834470293,3.7543003870062606,3.603792201929501,3.8499392932573193,3.534052500413451,3.8530675320533905
study3,,,tube_only,none,0.0,,surface,4,4,29.749261931703387,1.824295951296103,29.33335478045869,28.883907099828914,30.198709612333168,28.385066539907843,31.529364474743645
study3,,,tube_only,none,0.0,,delivered_traffic,4,4,198.20792628779768,19.154320886144653,204.8590135050008,192.11318089603577,210.95375889676274,180.74309479905918,211.39987264014326
study3,,,tube_only,none,0.0,,normalized_surface,4,4,0.15069354033154608,0.010159942735374189,0.149331490262984,0.14486012253299566,0.15516490806153443,0.1432754032531977,0.1596151225331593
study3,,,tube_only,none,0.0,,gate_entropy,4,4,0.5806767141714825,0.009010577916362164,0.5821656244184464,0.5754900030517102,0.5873523355382188,0.5734606257522845,0.5878928025906804
study3,,,tube_only,none,0.0,,load_gini,4,4,0.49568431087569015,0.012841518595029494,0.49831150953731584,0.4915808778035361,0.50241494260947,0.4854940916818263,0.5062604163888504
study3,,,tube_only,spatial,0.05,,damage_level,4,4,0.05,0.0,0.05,0.05,0.05,0.05,0.05
study3,,,tube_only,spatial,0.05,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,tube_only,spatial,0.05,,active_segments,4,4,228.75,3.593976442141304,229.5,227.0,231.25,225.75,231.5
study3,,,tube_only,spatial,0.05,,total_length,4,4,96.30971790966706,5.440467448633558,93.65147500393951,93.56671337013782,96.39447954346876,93.52582542919178,101.75185329586992
study3,,,tube_only,spatial,0.05,,tube_area,4,4,25.029709490219638,1.6950526122329814,24.449610977477604,24.160792560968282,25.31852790672896,23.927674873386465,26.71184261979485
study3,,,tube_only,spatial,0.05,,junction_area,4,4,3.5920712055313935,0.20053181742948087,3.6356636072626145,3.476495088362771,3.7512397244312368,3.4308653851478264,3.753277025914961
study3,,,tube_only,spatial,0.05,,surface,4,4,28.62178069575103,1.8429755287213048,28.08527458474022,27.637287649331057,29.0697676311602,27.369679963161794,30.410387539351085
study3,,,tube_only,spatial,0.05,,delivered_traffic,4,4,188.84319116535494,19.06858816137713,194.5809411333022,181.19723303310877,202.22689926554838,172.2203556705449,202.75664186266536
study3,,,tube_only,spatial,0.05,,normalized_surface,4,4,0.1522345974724552,0.010931128254778202,0.1509471297948234,0.1464793944060957,0.15670233286118293,0.14448323950241188,0.1620337877812922
study3,,,tube_only,spatial,0.05,,gate_entropy,4,4,0.5521795230038091,0.0062521319675220635,0.5536393373552095,0.5497506155155211,0.5560682448434977,0.5465502128544311,0.5566663359244709
study3,,,tube_only,spatial,0.05,,load_gini,4,4,0.5214526503151901,0.01455420958929883,0.5208696150182606,0.5164231528299781,0.5258991125034727,0.5123600014567008,0.5349998304363834
study3,,,tube_only,spatial,0.05,,surface_degradation,4,4,0.001541057140909075,0.0009497613096435521,0.0016156395318393,0.000996669925380225,0.00216002674736815,0.00079276828406765,0.0022893459977505
study3,,,tube_only,spatial,0.05,,traffic_degradation,4,4,9.364735122442745,1.5964076895114425,8.643230777477896,8.463685471595937,9.544280428324704,8.451397873186892,10.928235461336037
study3,,,tube_only,spatial,0.1,,damage_level,4,4,0.1,0.0,0.1,0.1,0.1,0.1,0.1
study3,,,tube_only,spatial,0.1,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,tube_only,spatial,0.1,,active_segments,4,4,216.75,2.8722813232690143,217.0,216.0,217.75,214.0,218.5
study3,,,tube_only,spatial,0.1,,total_length,4,4,90.42304664340693,5.308087750469294,89.14018347616812,87.82317305751647,91.74005706205858,86.53434126605237,95.59461518800032
study3,,,tube_only,spatial,0.1,,tube_area,4,4,23.56915510419919,1.6939213790008023,23.24749293868387,22.6947398522412,24.12190819064186,22.297680883116957,25.162291490796747
study3,,,tube_only,spatial,0.1,,junction_area,4,4,3.5027657199377242,0.18879741114812648,3.53100553735807,3.391149207739338,3.642622049556456,3.350624393112054,3.6549070467633946
study3,,,tube_only,spatial,0.1,,surface,4,4,27.071920824136917,1.86172133475263,26.77849847604194,26.085889059980538,27.76453024019832,25.65744621909745,28.77981777727136
study3,,,tube_only,spatial,0.1,,delivered_traffic,4,4,180.8869634711783,17.366627227416128,185.48092389209003,173.76569728126563,192.6021900820027,165.64140025973944,193.6009937918663
study3,,,tube_only,spatial,0.1,,normalized_surface,4,4,0.15009213770966295,0.007795160591705772,0.1491838579472191,0.14581520555820343,0.15346079009867863,0.14446262282101555,0.15697448027202815
study3,,,tube_only,spatial,0.1,,gate_entropy,4,4,0.5214961729003638,0.009700857916589978,0.5224333846897464,0.5162577899266114,0.5276717676634988,0.5136412756709929,0.5290162805289906
study3,,,tube_only,spatial,0.1,,load_gini,4,4,0.5496967139131097,0.011002001873503012,0.5534841318846508,0.5471798307089798,0.5560010150887807,0.5390797715635871,0.5567144810105309
study3,,,tube_only,spatial,0.1,,surface_degradation,4,4,-0.0006014026218831499,0.0023798824891397017,-0.00014763231576494997,-0.0017041179628558,0.0009550830252077001,-0.002640642261131125,0.0011872195678178001
study3,,,tube_only,spatial,0.1,,traffic_degradation,4,4,17.3209628166194,2.6748199892540208,17.798878848276956,15.978667467819406,19.14117419707695,15.101694539319737,19.37808961291077
study3,,,tube_only,spatial,0.15,,damage_level,4,4,0.15,0.0,0.15,0.15,0.15,0.15,0.15
study3,,,tube_only,spatial,0.15,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,tube_only,spatial,0.15,,active_segments,4,4,205.5,3.1091263510296048,206.5,204.75,207.25,202.5,207.5
study3,,,tube_only,spatial,0.15,,total_length,4,4,84.43998021973081,5.179429353643164,83.96847744114768,81.39310260500432,87.01535505587418,80.54331670020672,88.79513795696278
study3,,,tube_only,spatial,0.15,,tube_area,4,4,21.786942364160605,1.45724411184211,21.46630948204177,20.613113567294683,22.640138278907692,20.610592052276473,22.963292676044738
study3,,,tube_only,spatial,0.15,,junction_area,4,4,3.333037780076023,0.20420910054882208,3.3968332370646586,3.2596760000958374,3.470195017044844,3.1497196685069886,3.4778135400855126
study3,,,tube_only,spatial,0.15,,surface,4,4,25.119980144236628,1.5761879121780695,24.863142719106428,23.9714044527998,26.01171841054326,23.864597329282525,26.37536295919073
study3,,,tube_only,spatial,0.15,,delivered_traffic,4,4,165.8266682013737,16.657235130968832,171.97122654872302,162.97328305857985,174.82461169151688,149.41969666627148,176.08908138912665
study3,,,tube_only,spatial,0.15,,normalized_surface,4,4,0.15221625943541794,0.011801593187098818,0.15145734206276268,0.14766936122241275,0.1560042402757679,0.14463994517116088,0.16320162472903305
study3,,,tube_only,spatial,0.15,,gate_entropy,4,4,0.49652997027108364,0.007332674834120411,0.4969878672285115,0.4908915273216621,0.5026263101779331,0.4902501570808535,0.5028097834613138
study3,,,tube_only,spatial,0.15,,load_gini,4,4,0.5656418897712718,0.0082746951658385,0.5677969426034006,0.5635516724747834,0.5698871598998891,0.5586811842935462,0.5720278147868543
study3,,,tube_only,spatial,0.15,,surface_degradation,4,4,0.0015227191038718626,0.002736366869054218,0.0016808962897805247,-0.00038288680222136305,0.00358650219587375,-0.0007635417431290754,0.0038089799508728003
study3,,,tube_only,spatial,0.15,,traffic_degradation,4,4,32.381258086423976,3.749558551795598,31.874729216570174,29.387542426192596,34.868444876801554,29.263720131824243,35.49879604102371
study3,,,tube_only,uniform,0.05,,damage_level,4,4,0.05,0.0,0.05,0.05,0.05,0.05,0.05
study3,,,tube_only,uniform,0.05,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,tube_only,uniform,0.05,,active_segments,4,4,228.25,2.9860788111948193,228.0,226.5,229.75,226.0,230.5
study3,,,tube_only,uniform,0.05,,total_length,4,4,94.9187770900763,5.3741973446980955,92.44634923768548,91.94150220920825,95.42362411855353,91.90583180197714,100.20523232717433
study3,,,tube_only,uniform,0.05,,tube_area,4,4,24.693753265231745,1.6692436561459734,24.127832813462888,23.703215963639284,25.118370115055352,23.604435916592386,26.284852711298505
study3,,,tube_only,uniform,0.05,,junction_area,4,4,3.596812415909703,0.20096945474416586,3.6362013783269376,3.4764962598056997,3.756517534430941,3.433700739628806,3.7599240921905994
study3,,,tube_only,uniform,0.05,,surface,4,4,28.290565681141445,1.819628203008217,27.77084730730914,27.17971222344498,28.881700765005604,27.03813665622119,29.979508888797614
study3,,,tube_only,uniform,0.05,,delivered_traffic,4,4,188.92098392208408,18.51534421804374,194.35977468350754,180.30037110894511,202.98038749664647,173.71878011244402,202.9861138487359
study3,,,tube_only,uniform,0.05,,normalized_surface,4,4,0.15033668039622672,0.01009939703211998,0.14956970806851683,0.14507632567261103,0.1548300627921325,0.1430622627447217,0.15915247356932266
study3,,,tube_only,uniform,0.05,,gate_entropy,4,4,0.5514945283317177,0.00902103984332629,0.5536518635755283,0.5486414459407888,0.5565049459664574,0.5429985374050216,0.5578331840146034
study3,,,tube_only,uniform,0.05,,load_gini,4,4,0.5208355854373643,0.012957463556844176,0.5232966236126136,0.5162180925744517,0.5279141164755262,0.5107529989172531,0.5303583096076638
study3,,,tube_only,uniform,0.05,,surface_degradation,4,4,-0.00035685993531935,0.0007696430245869255,-0.0005005793621627,-0.000891992611927975,3.455331444592499e-05,-0.0009519376761715501,0.00044188229661977496
study3,,,tube_only,uniform,0.05,,traffic_degradation,4,4,9.286942365713656,2.969412839825753,8.413758791407375,7.363427568088525,10.337273589032506,7.193871127351855,12.42275361911841
study3,,,tube_only,uniform,0.1,,damage_level,4,4,0.1,0.0,0.1,0.1,0.1,0.1,0.1
study3,,,tube_only,uniform,0.1,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,tube_only,uniform,0.1,,active_segments,4,4,216.25,3.593976442141304,217.5,215.5,218.25,212.75,218.5
study3,,,tube_only,uniform,0.1,,total_length,4,4,89.88077844981242,4.212353940087114,88.36254023009367,87.3256309048254,90.91768777508071,87.146086487669,93.8845705947751
study3,,,tube_only,uniform,0.1,,tube_area,4,4,23.358485540691696,1.2768753474791954,23.11284005084613,22.752487808839092,23.718837782698735,22.37694204842632,24.58567452280264
study3,,,tube_only,uniform,0.1,,junction_area,4,4,3.494219813228695,0.17596733692990169,3.5513490147086424,3.44028014686063,3.6052886810767073,3.3309607953109523,3.6141009937862334
study3,,,tube_only,uniform,0.1,,surface,4,4,26.852705353920392,1.3997302942695051,26.681813690973826,26.28689592431611,27.247623120578105,25.685339166908,28.190963203879345
study3,,,tube_only,uniform,0.1,,delivered_traffic,4,4,179.44474346088882,16.49095693556774,186.3687130029657,176.2795148814343,189.53394158242025,163.69015797671344,189.66355442653798
study3,,,tube_only,uniform,0.1,,normalized_surface,4,4,0.15023743915861226,0.009890007498964966,0.14878838148631934,0.14448389714906826,0.15454192349586335,0.1430196507350715,0.15894841270681548
study3,,,tube_only,uniform,0.1,,gate_entropy,4,4,0.5193996370059288,0.008557755403790366,0.5208654864399384,0.5141753277935921,0.5260897956522751,0.5124253770992537,0.526373896912604
study3,,,tube_only,uniform,0.1,,load_gini,4,4,0.5455873518203578,0.011967281594852606,0.5501072842620018,0.5433910986448507,0.5523035374375089,0.5345199315014911,0.5535427759012757
study3,,,tube_only,uniform,0.1,,surface_degradation,4,4,-0.00045610117293379217,0.00030855978092380677,-0.0005431087766646,-0.000622984565671,-0.00037622538392739215,-0.0006667098263438,-0.00019195017786337665
study3,,,tube_only,uniform,0.1,,traffic_degradation,4,4,18.763182826908853,3.560198757521756,18.23107481379961,15.833666014601448,21.160591626107013,15.790047440212447,21.73631821360526
study3,,,tube_only,uniform,0.15,,damage_level,4,4,0.15,0.0,0.15,0.15,0.15,0.15,0.15
study3,,,tube_only,uniform,0.15,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,tube_only,uniform,0.15,,active_segments,4,4,204.75,2.217355782608345,205.0,203.5,206.25,203.0,206.5
study3,,,tube_only,uniform,0.15,,total_length,4,4,84.19378682014896,5.813652345852279,81.54739787577391,81.09061618065202,84.65056851527085,80.99155457509914,89.96260957034218
study3,,,tube_only,uniform,0.15,,tube_area,4,4,21.849785566140145,1.8167347692866067,21.24009471820746,20.99329932438844,22.096580959959166,20.629743734880414,23.67951824533257
study3,,,tube_only,uniform,0.15,,junction_area,4,4,3.3464745375932266,0.20584166598640866,3.4029673686660136,3.2473785475319503,3.50206335872729,3.178524046334677,3.504230092360225
study3,,,tube_only,uniform,0.15,,surface,4,4,25.196260103733373,1.9587715347773955,24.647395554139344,24.24067787192039,25.602977785952326,23.810434514848026,27.130950242212755
study3,,,tube_only,uniform,0.15,,delivered_traffic,4,4,166.85661440925725,18.071018195319088,172.65983037849014,162.0043563590176,177.51208842872978,149.6745124036471,178.77190484553964
study3,,,tube_only,uniform,0.15,,normalized_surface,4,4,0.1517092047504725,0.011568955161489133,0.1496898913657414,0.14383618808965887,0.15756290802655504,0.14279453231151273,0.16127882260334125
study3,,,tube_only,uniform,0.15,,gate_entropy,4,4,0.49618283456916223,0.007507248104081704,0.497431584224707,0.4917643848798966,0.5018500339139726,0.49013037567982864,0.5022352934584958
study3,,,tube_only,uniform,0.15,,load_gini,4,4,0.5678883619045918,0.01161519122920018,0.5724475544080371,0.5653050620058688,0.5750308543067602,0.5568423484108683,0.5752852457217487
study3,,,tube_only,uniform,0.15,,surface_degradation,4,4,0.001015664418926375,0.0019512516374485642,0.0014445281060609999,6.219255996687504e-05,0.0023979999650204998,-0.0006042984211156251,0.0025121997795376997
study3,,,tube_only,uniform,0.15,,traffic_degradation,4,4,31.35131187854043,1.985416628815735,30.571777779652052,30.108824537018137,31.814265121174344,30.07465596247721,33.19310955944553
