study,task,predictor,variant,damage_type,damage_level,head_type,metric,n_rows,n_seeds,mean,sd,median,q25,q75,boot_ci_low,boot_ci_high
study3,,,euclidean_length,spatial,0.1,,traffic_degradation,4,4,5.267650861414738,2.595772474814195,4.320528429891375,3.726033646099,5.862145645207114,3.6077384633032743,7.636585890551242
study3,,,euclidean_length,spatial,0.15,,damage_level,4,4,0.15,0.0,0.15,0.15,0.15,0.15,0.15
study3,,,euclidean_length,spatial,0.15,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,euclidean_length,spatial,0.15,,active_segments,4,4,120.5,6.557438524302,120.0,118.25,122.25,114.75,126.75
study3,,,euclidean_length,spatial,0.15,,total_length,4,4,35.636865042468905,0.42651309279244903,35.650736977835905,35.285652833421345,36.001949186883465,35.2683385259169,36.00539155902091
study3,,,euclidean_length,spatial,0.15,,tube_area,4,4,7.359177589347575,0.19243802525930156,7.298905883858888,7.222210449330201,7.435873023876262,7.218919717771437,7.5230048149274396
study3,,,euclidean_length,spatial,0.15,,junction_area,4,4,1.7982148255739931,0.12999373433730332,1.7567983800307123,1.7240175530069675,1.830995652597738,1.7137832363026289,1.9127896052289355
study3,,,euclidean_length,spatial,0.15,,surface,4,4,9.157392414921569,0.3072781919841026,9.035235630480923,8.990282084520617,9.202345960881875,8.975718097802151,9.446028736860717
study3,,,euclidean_length,spatial,0.15,,delivered_traffic,4,4,52.3803612720326,7.31862563755556,49.84943362205592,48.20253680676949,54.02725808731903,47.25249519249172,58.978196190337485
study3,,,euclidean_length,spatial,0.15,,normalized_surface,4,4,0.17665332820599192,0.017796339817096458,0.18016987679677646,0.16963013579537256,0.18719306920739584,0.16280355911886324,0.19159983680772907
study3,,,euclidean_length,spatial,0.15,,gate_entropy,4,4,0.47821668938969925,0.010641398069928608,0.47510855046861966,0.47016788764453044,0.4831573522137885,0.4701391072766879,0.4869464691956668
study3,,,euclidean_length,spatial,0.15,,load_gini,4,4,0.6675475488293915,0.01717675116660225,0.6701462843410637,0.662284015705001,0.6754098174654543,0.6512452719869416,0.6812510901601692
study3,,,euclidean_length,spatial,0.15,,surface_degradation,4,4,0.0009024237348652503,0.007686235961608342,0.0011268069434178,-0.004312254177393875,0.006341484855676925,-0.00543550577049185,0.00724035324022235
study3,,,euclidean_length,spatial,0.15,,traffic_degradation,4,4,8.146697620310338,2.7772645840190875,8.172692680584724,6.056748211456879,10.262642089438183,5.794069299725589,10.499325940895087
study3,,,euclidean_length,uniform,0.05,,damage_level,4,4,0.05,0.0,0.05,0.05,0.05,0.05,0.05
study3,,,euclidean_length,uniform,0.05,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,euclidean_length,uniform,0.05,,active_segments,4,4,134.25,8.421203397773187,134.5,130.0,138.75,127.25,141.0
study3,,,euclidean_length,uniform,0.05,,total_length,4,4,39.60672787685901,0.6067671518699633,39.61833681212853,39.189814680613964,40.03525000837358,39.105435484129806,40.108020269588216
study3,,,euclidean_length,uniform,0.05,,tube_area,4,4,8.185762897237662,0.2087848415465764,8.169696847135679,8.017946367730236,8.337513376643106,8.008924666552424,8.362601127922897
study3,,,euclidean_length,uniform,0.05,,junction_area,4,4,1.9348013622453721,0.08650160639961016,1.9047217312350169,1.886632217426705,1.9528908760536843,1.8806245550791696,2.019024537039077
study3,,,euclidean_length,uniform,0.05,,surface,4,4,10.120564259483032,0.2756472081890754,10.056375176015074,9.904657959992484,10.272281475505624,9.901631073092371,10.339497445873697
study3,,,euclidean_length,uniform,0.05,,delivered_traffic,4,4,58.592863544162824,5.800019553312186,57.46787320174004,55.02766871598105,61.03306802992182,54.36031573626178,63.73132892118607
study3,,,euclidean_length,uniform,0.05,,normalized_surface,4,4,0.17370260852490516,0.013600299570632988,0.1752378440570695,0.16486234699048175,0.18407810559149296,0.16248020306542565,0.1849250139843847
study3,,,euclidean_length,uniform,0.05,,gate_entropy,4,4,0.531446830759681,0.01196923006378877,0.5315901356640149,0.521406521819823,0.5416304446038729,0.5210934195849057,0.5418002419344563
study3,,,euclidean_length,uniform,0.05,,load_gini,4,4,0.6313308544742373,0.022687748035461888,0.6320523338525189,0.6243487141466475,0.6390344741801087,0.6102820871137269,0.6516581424564662
study3,,,euclidean_length,uniform,0.05,,surface_degradation,4,4,-0.0020482959462214253,0.0005864025857408954,-0.0019981447926251,-0.0024930644728335502,-0.001553376266012975,-0.0025496965817738,-0.0015404143553251252
study3,,,euclidean_length,uniform,0.05,,traffic_degradation,4,4,1.9341953481801042,0.1052544201627694,1.9375459494270153,1.879423494036791,1.9923178035703282,1.8477511103720585,2.0342034901643817
study3,,,euclidean_length,uniform,0.1,,damage_level,4,4,0.1,0.0,0.1,0.1,0.1,0.1,0.1
study3,,,euclidean_length,uniform,0.1,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,euclidean_length,uniform,0.1,,active_segments,4,4,128.0,6.831300510639732,129.0,125.0,132.0,122.0,133.0
study3,,,euclidean_length,uniform,0.1,,total_length,4,4,37.52812582684081,0.5159053289844537,37.53045600320388,37.1953059832622,37.86327584678249,37.11236025598406,37.943891397697556
study3,,,euclidean_length,uniform,0.1,,tube_area,4,4,7.75924468650841,0.17731498609356514,7.73943252562331,7.616640269535499,7.882036942596221,7.61042256058698,7.908066812429839
study3,,,euclidean_length,uniform,0.1,,junction_area,4,4,1.87549073319401,0.07442168432664503,1.8472053674125029,1.8290880941925776,1.8936080064139356,1.8253658439920515,1.943911789017382
study3,,,euclidean_length,uniform,0.1,,surface,4,4,9.63473541970242,0.23131544186613767,9.57048022493825,9.459538293110796,9.745677351529872,9.457627927999484,9.82349268792277
study3,,,euclidean_length,uniform,0.1,,delivered_traffic,4,4,55.82039663487687,5.268251360331017,54.682370827530896,51.83374733527483,58.66902012713294,51.659643853393646,59.9811494163601
study3,,,euclidean_length,uniform,0.1,,normalized_surface,4,4,0.17353910248969845,0.01369324805192407,0.1746005767811818,0.16342784087908252,0.18471183839179772,0.16189819333168837,0.1856481849036194
study3,,,euclidean_length,uniform,0.1,,gate_entropy,4,4,0.5037493706499883,0.009708358117885365,0.5038669535626443,0.49592629380460496,0.5116900304080276,0.4953956446287664,0.51210309667121
study3,,,euclidean_length,uniform,0.1,,load_gini,4,4,0.6512101653515969,0.02111724123120164,0.6513888251853959,0.6426171598589145,0.6599818306780783,0.6326101922109743,0.6696314786584205
study3,,,euclidean_length,uniform,0.1,,surface_degradation,4,4,-0.002211801981428175,0.002826613669516796,-0.0026242360989724997,-0.0041887579639075,-0.000647280116493175,-0.0044424930721768,2.966495680122494e-05
study3,,,euclidean_length,uniform,0.1,,traffic_degradation,4,4,4.706662257466064,1.1763763421890927,4.699391985196634,3.6891697345755383,5.71688450808716,3.687962438872116,5.725362076060012
study3,,,euclidean_length,uniform,0.15,,damage_level,4,4,0.15,0.0,0.15,0.15,0.15,0.15,0.15
study3,,,euclidean_length,uniform,0.15,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,euclidean_length,uniform,0.15,,active_segments,4,4,123.5,9.255628917943215,125.5,118.0,131.0,116.0,131.0
study3,,,euclidean_length,uniform,0.15,,total_length,4,4,35.61964334830584,0.6782564267072678,35.62563520109987,35.08003812398372,36.165240425422,35.037606268029094,36.20168042858259
study3,,,euclidean_length,uniform,0.15,,tube_area,4,4,7.359610955808785,0.2510453352983676,7.352786323149266,7.156603272797499,7.555794006160552,7.144526005468869,7.574695906148701
study3,,,euclidean_length,uniform,0.15,,junction_area,4,4,1.807572613819642,0.08742332168427851,1.7920827533035404,1.767395944015901,1.8322594231072815,1.7390717415870087,1.891563346568377
study3,,,euclidean_length,uniform,0.15,,surface,4,4,9.167183569628428,0.32755100032967754,9.144869076452807,8.9239992168134,9.388053429267833,8.895654906655686,9.43871223260117
study3,,,euclidean_length,uniform,0.15,,delivered_traffic,4,4,52.57183637030502,5.9577629948547255,52.274969203509706,50.59952511808493,54.24728045572981,47.25768688662709,58.18285302077828
study3,,,euclidean_length,uniform,0.15,,normalized_surface,4,4,0.175594021047209,0.014746904362718201,0.1749380743794764,0.16808105127507025,0.18245104415161517,0.1636046394434747,0.18823934931867597
study3,,,euclidean_length,uniform,0.15,,gate_entropy,4,4,0.4790769940708756,0.013693732210687868,0.4794087254736811,0.46806546045299685,0.49042025909155984,0.4672861703967805,0.4908678177449707
study3,,,euclidean_length,uniform,0.15,,load_gini,4,4,0.6656006495614079,0.017337909960829973,0.6677885356972502,0.6580363646826808,0.6753528205759771,0.6503339524089289,0.6786794605780444
study3,,,euclidean_length,uniform,0.15,,surface_degradation,4,4,-0.00015688342391762504,0.004983302250972911,-0.00011081772564869991,-0.0027009038905760003,0.0024332027410096753,-0.0042651096228151,0.0039052770767109253
study3,,,euclidean_length,uniform,0.15,,traffic_degradation,4,4,7.955222522037904,1.7283253727869907,8.46456966936351,7.490050187708679,8.929742003692734,6.3012837732861176,9.099814123464084
study3,,,full_surface,load_targeted,0.05,,damage_level,4,4,0.05,0.0,0.05,0.05,0.05,0.05,0.05
study3,,,full_surface,load_targeted,0.05,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,full_surface,load_targeted,0.05,,active_segments,4,4,243.0,0.0,243.0,243.0,243.0,243.0,243.0
study3,,,full_surface,load_targeted,0.05,,total_length,4,4,81.95842468590321,3.415210718842668,81.47528238450488,79.33831400487405,84.09539306553404,79.16246804583247,84.75438132597395
study3,,,full_surface,load_targeted,0.05,,tube_area,4,4,26.14913263761429,0.9987703934566217,25.924160064128902,25.3847007886042,26.688591913138993,25.360174747121622,26.93809052810696
study3,,,full_surface,load_targeted,0.05,,junction_area,4,4,4.261228630826535,0.061968031460011064,4.249833988813469,4.210274446008754,4.3007881736312505,4.210112453354425,4.312344808298646
study3,,,full_surface,load_targeted,0.05,,surface,4,4,30.410361268440827,1.0036154422290344,30.196783336968505,29.688903456495048,30.918241148914284,29.63312200526988,31.230910699685122
study3,,,full_surface,load_targeted,0.05,,delivered_traffic,4,4,254.46746234592302,4.362906962686223,253.99830234344273,251.8741578860675,256.59160680329825,251.19446388244035,257.74046080940576
study3,,,full_surface,load_targeted,0.05,,normalized_surface,4,4,0.11953893086549845,0.004659810564086949,0.1197842959448684,0.11626556221401177,0.12305766459635509,0.11563898882700155,0.12343887290399536
study3,,,full_surface,load_targeted,0.05,,gate_entropy,4,4,0.6433127824370655,0.0009891073352584752,0.6434693494261678,0.6427792043610038,0.6440029275022295,0.6425370285815952,0.6440885362925357
study3,,,full_surface,load_targeted,0.05,,load_gini,4,4,0.3278340978179109,0.009525501589629762,0.33101237932721395,0.3266951405551842,0.3321513365899406,0.3181585465155897,0.3332413521004348
study3,,,full_surface,load_targeted,0.05,,surface_degradation,4,4,0.0051531342699542,0.002648535471616007,0.00565484715822785,0.00355585833269655,0.0072521230954855,0.0029998151096755,0.0073064534302329
study3,,,full_surface,load_targeted,0.05,,traffic_degradation,4,4,47.08731718400205,6.1814800773582865,46.74972991316662,44.086080434182776,49.750966662985896,41.99708648053377,52.515135158305775
study3,,,full_surface,load_targeted,0.1,,damage_level,4,4,0.1,0.0,0.1,0.1,0.1,0.1,0.1
study3,,,full_surface,load_targeted,0.1,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,full_surface,load_targeted,0.1,,active_segments,4,4,230.0,0.0,230.0,230.0,230.0,230.0,230.0
study3,,,full_surface,load_targeted,0.1,,total_length,4,4,74.86280952078816,3.3294876619983897,74.60170338544594,72.59844167150641,76.8660712347277,72.19623622759387,77.52938281398244
study3,,,full_surface,load_targeted,0.1,,tube_area,4,4,23.328190944250473,0.9041012433664407,23.15937314396866,22.69249141767207,23.79507267054706,22.625849139721396,24.065873102839067
study3,,,full_surface,load_targeted,0.1,,junction_area,4,4,3.983978202088071,0.046479872671345054,3.974583298804946,3.948275205984512,4.010286294908506,3.9468210770538175,4.021135327122326
study3,,,full_surface,load_targeted,0.1,,surface,4,4,27.312169146338544,0.8975943049479063,27.106194221022477,26.665496766745967,27.752866600615057,26.622130502953986,28.052883383588885
study3,,,full_surface,load_targeted,0.1,,delivered_traffic,4,4,221.72572205233678,4.515281534736596,220.88132209115972,219.1684460612093,223.4385980822872,218.45147533501546,225.21500523436757
study3,,,full_surface,load_targeted,0.1,,normalized_surface,4,4,0.12325840868759759,0.005972094025460245,0.12345503675934905,0.11936066292106,0.12735278252588664,0.11839207155055109,0.1281247458246441
study3,,,full_surface,load_targeted,0.1,,gate_entropy,4,4,0.6119010223104036,0.001005498468510626,0.6123431978701229,0.6118078407987073,0.6124363793818193,0.6109294282656947,0.6124634808281005
study3,,,full_surface,load_targeted,0.1,,load_gini,4,4,0.33730456883809323,0.009832508917111177,0.3358064165806226,0.3307991089165426,0.34231187650217326,0.3286833664308339,0.34486790000249823
study3,,,full_surface,load_targeted,0.1,,surface_degradation,4,4,0.00887261209205335,0.0031387130113305134,0.00864155200571115,0.007343410209144075,0.010170753888620425,0.0063103453949578,0.0116659388754911
study3,,,full_surface,load_targeted,0.1,,traffic_degradation,4,4,79.8290574775883,8.23318917503843,79.11623024805608,76.1493749779805,82.79591274766388,72.9834195209227,87.38752266378609
study3,,,full_surface,load_targeted,0.15,,damage_level,4,4,0.15,0.0,0.15,0.15,0.15,0.15,0.15
study3,,,full_surface,load_targeted,0.15,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,full_surface,load_targeted,0.15,,active_segments,4,4,218.0,0.0,218.0,218.0,218.0,218.0,218.0
study3,,,full_surface,load_targeted,0.15,,total_length,4,4,69.09396043204373,2.8765061118510604,68.92338707980625,66.87097669846449,71.14637081338549,66.6737575308185,71.51416333326895
study3,,,full_surface,load_targeted,0.15,,tube_area,4,4,21.155118704395107,0.7589463809057415,21.03555256968553,20.52985770057196,21.660813573508683,20.5227966936991,21.787440715091122
study3,,,full_surface,load_targeted,0.15,,junction_area,4,4,3.75035281741859,0.053071058828631966,3.758761011497186,3.728249125633346,3.7808647032824307,3.7030206344902603,3.788650282833837
study3,,,full_surface,load_targeted,0.15,,surface,4,4,24.905471521813702,0.7440368053242239,24.763375179279805,24.305012493094566,25.36383420799894,24.297128864299097,25.5138141793283
study3,,,full_surface,load_targeted,0.15,,delivered_traffic,4,4,197.14249012673267,3.6423513160977423,196.96631299319648,195.07406380764363,199.03473931228552,194.3190469103551,199.89137304184774
study3,,,full_surface,load_targeted,0.15,,normalized_surface,4,4,0.12640188158131854,0.0056689977463399484,0.1265712660816429,0.12204142220848385,0.1309317254544776,0.12155991720416609,0.131243845958471
study3,,,full_surface,load_targeted,0.15,,gate_entropy,4,4,0.5812612017811041,0.000950196468884527,0.5817090541748097,0.5811970276205357,0.581773228335378,0.5803260994752227,0.5817781019608352
study3,,,full_surface,load_targeted,0.15,,load_gini,4,4,0.3541382095422634,0.008435733192632052,0.3526459017247695,0.3483549177578408,0.3584291935091921,0.3468945053115463,0.3606517075498332
study3,,,full_surface,load_targeted,0.15,,surface_degradation,4,4,0.012016084985774276,0.003243902768574214,0.0127319540603873,0.0109209177319685,0.013827121314193076,0.008991104682381651,0.014325196214553875
study3,,,full_surface,load_targeted,0.15,,traffic_degradation,4,4,104.4122894031924,8.424996839201976,104.36768500130103,100.28180340264083,108.49817100185258,97.3872782909244,111.48190491735176
study3,,,full_surface,none,0.0,,damage_level,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
study3,,,full_surface,none,0.0,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,full_surface,none,0.0,,active_segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,full_surface,none,0.0,,total_length,4,4,90.43380417305366,4.260184494674258,90.65278718933703,87.80005156544496,93.28653979694575,87.01090804090325,93.85670030520407
study3,,,full_surface,none,0.0,,tube_area,4,4,29.859071101081167,1.419752288567924,29.79083630582292,28.919824486595463,30.730082920308625,28.722242803700933,30.995899398461397
study3,,,full_surface,none,0.0,,junction_area,4,4,4.620079667213163,0.09771152821775546,4.621179867553076,4.54130035426088,4.69995918050536,4.536000986994141,4.704158347432187
study3,,,full_surface,none,0.0,,surface,4,4,34.47915076829433,1.4380468254185126,34.32683729281706,33.487816179335596,35.3181718817758,33.33282393672053,35.62547759986813
study3,,,full_surface,none,0.0,,delivered_traffic,4,4,301.5547795299251,8.942619298739402,301.68635226157005,294.60085031299604,308.64028147849916,293.9122168393668,309.1973422204835
study3,,,full_surface,none,0.0,,normalized_surface,4,4,0.11438579659554425,0.0050137837696784425,0.11589529117846839,0.1130503175261022,0.11723077024791044,0.11003217565243155,0.11767536507627269
study3,,,full_surface,none,0.0,,gate_entropy,4,4,0.6713198150901759,0.0022237290213929883,0.67107510456449,0.6697504581924545,0.6726444614622115,0.6695339154703249,0.6731057147100269
study3,,,full_surface,none,0.0,,load_gini,4,4,0.3395833536113509,0.018793404708125034,0.3436450882022619,0.3340677572269954,0.3491606845866174,0.3216293480319011,0.3534756245998897
study3,,,full_surface,spatial,0.05,,damage_level,4,4,0.05,0.0,0.05,0.05,0.05,0.05,0.05
study3,,,full_surface,spatial,0.05,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,full_surface,spatial,0.05,,active_segments,4,4,243.0,0.0,243.0,243.0,243.0,243.0,243.0
study3,,,full_surface,spatial,0.05,,total_length,4,4,87.43693488612978,4.214286563959087,87.71791028828547,84.78643228953055,90.36841288488469,84.0201232408519,90.85374653140767
study3,,,full_surface,spatial,0.05,,tube_area,4,4,28.984559608816255,1.4203830265694493,28.930320277005762,28.03365740205021,29.881222483771808,27.838722881757295,30.130396335875215
study3,,,full_surface,spatial,0.05,,junction_area,4,4,4.532504461666306,0.10056897855906055,4.530521816594501,4.4523088616998505,4.610717416560956,4.44650034779696,4.618508575535652
study3,,,full_surface,spatial,0.05,,surface,4,4,33.51706407048256,1.44358728424238,33.37682062480272,32.510551456440155,34.383333238845125,32.357627670546016,34.67650047041911
study3,,,full_surface,spatial,0.05,,delivered_traffic,4,4,292.22424621971425,9.160366181111955,292.01816790632495,285.0362550670559,299.2061590589833,284.42393721552077,300.02455522390767
study3,,,full_surface,spatial,0.05,,normalized_surface,4,4,0.1147481043041228,0.005158279466340439,0.1161164255870678,0.11335719510545568,0.11750733478573493,0.11039815988395274,0.11834162561131217
study3,,,full_surface,spatial,0.05,,gate_entropy,4,4,0.6364998693916982,0.0021115700737066568,0.6362970931068339,0.635106537620499,0.6376904248780331,0.6348389974654025,0.6381695500923356
study3,,,full_surface,spatial,0.05,,load_gini,4,4,0.3731307899267549,0.017432780420853472,0.3766541757860194,0.3687255741497813,0.381059391562993,0.3561585941869131,0.3865795998073323
study3,,,full_surface,spatial,0.05,,surface_degradation,4,4,0.000362307708578525,0.0002921151276274634,0.00028074753773055,0.000198680889919125,0.00044437435638995,0.0001651978024109,0.000640977785594125
study3,,,full_surface,spatial,0.05,,traffic_degradation,4,4,9.330533310210868,0.48045041975659464,9.488279623845983,9.164265322417224,9.654547611639629,8.89781483003027,9.668184355245046
study3,,,full_surface,spatial,0.1,,damage_level,4,4,0.1,0.0,0.1,0.1,0.1,0.1,0.1
study3,,,full_surface,spatial,0.1,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,full_surface,spatial,0.1,,active_segments,4,4,230.0,0.0,230.0,230.0,230.0,230.0,230.0
study3,,,full_surface,spatial,0.1,,total_length,4,4,81.29799186832082,3.2303797981235127,79.91768920963334,79.31020832065745,81.9054727572967,79.30341337567504,84.37932499263978
study3,,,full_surface,spatial,0.1,,tube_area,4,4,26.881552599460402,1.3099025135680435,26.564081533501113,26.245769510538473,27.199864622423043,25.92000018281327,28.160576082066825
study3,,,full_surface,spatial,0.1,,junction_area,4,4,4.3581157011291705,0.16234923406775031,4.399317793369217,4.2763261662519465,4.481107328246441,4.227496031101258,4.484035615490124
study3,,,full_surface,spatial,0.1,,surface,4,4,31.23966830058957,1.4311931100308886,30.96339932687033,30.640387548240728,31.562680079219174,30.108065590097755,32.64753998480063
study3,,,full_surface,spatial,0.1,,delivered_traffic,4,4,271.9548876068447,18.811783457368055,277.68515382515443,264.7741863685251,284.8658550634741,255.3128981566664,285.5022976212337
study3,,,full_surface,spatial,0.1,,normalized_surface,4,4,0.11509981820159378,0.005647469638851747,0.11562811343361734,0.11272643744857427,0.11800149418663684,0.11108842261179075,0.11958910282202698
study3,,,full_surface,spatial,0.1,,gate_entropy,4,4,0.6033797655004458,0.004142901605516058,0.6024906865380635,0.6004199723297179,0.6054504797087914,0.6001825677821437,0.6067867918983185
study3,,,full_surface,spatial,0.1,,load_gini,4,4,0.4076349554752549,0.02194381558063108,0.40821017565862827,0.3946412687184771,0.4212038624154061,0.3903811454609897,0.42488876548952015
study3,,,full_surface,spatial,0.1,,surface_degradation,4,4,0.000714021606049525,0.0014631575832404033,0.00036497140415465,-8.078929126115e-05,0.0011597823014653252,-0.00045356619844085,0.0021009734915218
study3,,,full_surface,spatial,0.1,,traffic_degradation,4,4,29.599891923080378,13.52882506312665,23.738052973125747,21.37255056057589,31.965394335630236,21.35104637363787,42.56008149660961
study3,,,full_surface,spatial,0.15,,damage_level,4,4,0.15,0.0,0.15,0.15,0.15,0.15,0.15
study3,,,full_surface,spatial,0.15,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,full_surface,spatial,0.15,,active_segments,4,4,218.0,0.0,218.0,218.0,218.0,218.0,218.0
study3,,,full_surface,spatial,0.15,,total_length,4,4,76.09575879717563,5.490789335516863,78.5884963206502,75.58504170859244,79.09921340923339,70.67686760649713,79.1704364490085
study3,,,full_surface,spatial,0.15,,tube_area,4,4,24.967861382364617,2.0227528901559784,25.897749118673186,24.883408208713917,25.982202292323883,22.93667756962831,26.06915745879235
study3,,,full_surface,spatial,0.15,,junction_area,4,4,4.1690072142039485,0.09036398175979923,4.168344104047712,4.112457496341829,4.224893821909832,4.097216973197102,4.240797455210795
study3,,,full_surface,spatial,0.15,,surface,4,4,29.13686859656856,2.0947410465448053,30.066093222720895,28.995865705055742,30.207096114233714,27.03897706196126,30.30553550502353
study3,,,full_surface,spatial,0.15,,delivered_traffic,4,4,251.1437749613896,9.948777713314316,254.34225619778567,247.71355239431824,257.77247876485706,242.5014817447176,258.4794380453159
study3,,,full_surface,spatial,0.15,,normalized_surface,4,4,0.11591122870606932,0.004309985639751154,0.11728874496388335,0.1147581899895546,0.11844178368039807,0.1121173549392446,0.11874999827569094
study3,,,full_surface,spatial,0.15,,gate_entropy,4,4,0.5724987330053702,0.0022586590919297374,0.572442727072845,0.571592985469586,0.5733484746086291,0.5705246524998995,0.574528819443366
study3,,,full_surface,spatial,0.15,,load_gini,4,4,0.4340496073312612,0.016906456774336207,0.43162207289715676,0.4252654828821021,0.44040619734631586,0.4210054802362691,0.44952126886035776
study3,,,full_surface,spatial,0.15,,surface_degradation,4,4,0.0015254321105250498,0.0007159622203212718,0.0013934537854149499,0.001211013432487625,0.001707872463452375,0.00096128302627785,0.002085179286812975
study3,,,full_surface,spatial,0.15,,traffic_degradation,4,4,50.4110045685355,15.822990958272387,48.45821754775298,41.44348593840181,57.42573617788668,38.49964029987838,61.959007775948805
study3,,,full_surface,uniform,0.05,,damage_level,4,4,0.05,0.0,0.05,0.05,0.05,0.05,0.05
study3,,,full_surface,uniform,0.05,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,full_surface,uniform,0.05,,active_segments,4,4,243.0,0.0,243.0,243.0,243.0,243.0,243.0
study3,,,full_surface,uniform,0.05,,total_length,4,4,85.79661141389562,4.207892908400623,85.86996615671862,82.86240438417204,88.80417318644221,82.30514222983211,89.28808059795912
study3,,,full_surface,uniform,0.05,,tube_area,4,4,28.37589648107166,1.4407719890609243,28.243085774588714,27.27589903755149,29.34308321810888,27.179001411542796,29.572791550600524
study3,,,full_surface,uniform,0.05,,junction_area,4,4,4.49240336386374,0.10550966360928253,4.496143154154767,4.415451391038592,4.573095126979916,4.403403929280358,4.581402798447122
study3,,,full_surface,uniform,0.05,,surface,4,4,32.8682998449354,1.4765456793292586,32.646489703869065,31.701577655752587,33.81321189305188,31.651049642181096,34.08555004768971
study3,,,full_surface,uniform,0.05,,delivered_traffic,4,4,287.6635260350381,10.142174140946056,288.7405773139643,281.06802741871695,295.3360759302854,279.3002836220079,296.02676844806825
study3,,,full_surface,uniform,0.05,,normalized_surface,4,4,0.11431192724484122,0.005027691073317917,0.11579102712888865,0.11312594985588631,0.11697700451784358,0.10995533773982705,0.11772635089410255
study3,,,full_surface,uniform,0.05,,gate_entropy,4,4,0.6370485145444598,0.002360331554032178,0.6364869327727843,0.6352911041358067,0.6382443431814375,0.6352162695387258,0.6389566788990019
study3,,,full_surface,uniform,0.05,,load_gini,4,4,0.3729558910754054,0.01693425876727535,0.379127274142826,0.36877624214366367,0.3833069230745677,0.35689123900118047,0.3839597476639729
study3,,,full_surface,uniform,0.05,,surface_degradation,4,4,-7.386935070297962e-05,0.00020782543245177724,-4.347465182625923e-05,-0.000169177112536725,5.183311000748615e-05,-0.0002537657300668046,8.041435028489077e-05
study3,,,full_surface,uniform,0.05,,traffic_degradation,4,4,13.891253494887053,1.9609699450844338,13.170573772415224,12.7909108084135,14.270916458888777,12.678511396008702,15.803442952843568
study3,,,full_surface,uniform,0.1,,damage_level,4,4,0.1,0.0,0.1,0.1,0.1,0.1,0.1
study3,,,full_surface,uniform,0.1,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,full_surface,uniform,0.1,,active_segments,4,4,230.0,0.0,230.0,230.0,230.0,230.0,230.0
study3,,,full_surface,uniform,0.1,,total_length,4,4,80.98197951237005,3.230012720642495,81.42394712640007,79.27191146116436,83.13401517760573,78.35105996023837,83.49079529699326
study3,,,full_surface,uniform,0.1,,tube_area,4,4,26.762986326400586,1.0287927656556808,26.761639989082283,26.16292513736258,27.361701178120285,25.96523188291208,27.56074076988909
study3,,,full_surface,uniform,0.1,,junction_area,4,4,4.358890824786751,0.08055611290823907,4.3509420008994155,4.290532758201045,4.419300067485121,4.290135262251928,4.427646387321573
study3,,,full_surface,uniform,0.1,,surface,4,4,31.121877151187334,1.0188915958117248,31.051775251334206,30.49220758472382,31.681444817797725,30.332866523484398,31.940217437297335
study3,,,full_surface,uniform,0.1,,delivered_traffic,4,4,271.80911137013794,8.312256640563824,271.8279770223379,264.8781367238452,278.7589516686307,264.6267886299669,278.991434110309
study3,,,full_surface,uniform,0.1,,normalized_surface,4,4,0.11457465266721438,0.004924746679739257,0.11613387319920135,0.11388785890537753,0.11682066696103821,0.11020873080195845,0.11798407661405902
study3,,,full_surface,uniform,0.1,,gate_entropy,4,4,0.6028134805190022,0.001910295355618206,0.6028544110896361,0.6012197730509922,0.6044481185576462,0.6011613645438564,0.604465596494148
study3,,,full_surface,uniform,0.1,,load_gini,4,4,0.4067602134728506,0.01845955613258943,0.4095623357496927,0.39843273347502955,0.4178898157475137,0.39069632049278197,0.42040817911850326
study3,,,full_surface,uniform,0.1,,surface_degradation,4,4,0.0001888560716701394,0.000664075918011245,0.00013913012260732886,-9.384771644530671e-05,0.000421833910722775,-0.00037267825995265,0.0008001163523557394
study3,,,full_surface,uniform,0.1,,traffic_degradation,4,4,29.745668159787144,1.5667438405204812,29.393410355875403,28.57283066961135,30.566247846051198,28.518839596373567,30.995451293837107
study3,,,full_surface,uniform,0.15,,damage_level,4,4,0.15,0.0,0.15,0.15,0.15,0.15,0.15
study3,,,full_surface,uniform,0.15,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
