phase,study,variant,damage_type,damage_level,seed,status,segments,active_segments,total_length,tube_area,junction_area,surface,delivered_traffic,normalized_surface,gate_entropy,load_gini,surface_degradation,traffic_degradation
phase1_pilot,study3,sparsity,none,0.0,1,complete,256.0,163.0,55.20398661421923,12.483808077528614,2.152074612160173,14.635882689688788,72.03262129940335,0.20318409109149246,0.5584645999488985,0.6161836883235801,,
phase1_pilot,study3,sparsity,uniform,0.05,1,complete,256.0,155.0,51.393033174245126,11.550645750921657,2.0533394751918035,13.60398522611346,65.89865973243852,0.20643796519206808,0.5293272150707118,0.630640209452237,0.003253874100575621,6.133961566964828
phase1_pilot,study3,sparsity,uniform,0.1,1,complete,256.0,145.0,50.282229112975664,11.39683934245567,2.0616202290516026,13.458459571507273,66.53823905983093,0.20226654266252544,0.5038157582704692,0.6494839412593099,-0.0009175484289670188,5.494382239572417
phase1_pilot,study3,sparsity,uniform,0.15,1,complete,256.0,140.0,45.98996601608738,10.326216177161033,1.9341043241591234,12.260320501320157,60.899007509289774,0.2013221725729553,0.47765083548456544,0.6667843817574726,-0.0018619185185371756,11.133613790113571
phase1_pilot,study3,sparsity,spatial,0.05,1,complete,256.0,153.0,52.55504370251517,11.859557614696561,2.0639605286153824,13.923518143311943,67.4947078598221,0.20629051643821336,0.5284972137783778,0.6434069052078728,0.003106425346720898,4.537913439581246
phase1_pilot,study3,sparsity,spatial,0.1,1,complete,256.0,145.0,50.14676261307403,11.368042996175207,2.036233797542703,13.40427679371791,66.50390585087027,0.20155623373099885,0.5014164194938405,0.6602774093787369,-0.0016278573604936175,5.528715448533077
phase1_pilot,study3,sparsity,spatial,0.15,1,complete,256.0,141.0,47.94370343624844,10.83263665588029,1.9280846166591818,12.760721272539472,60.30263531084159,0.2116113367955771,0.4754092236469074,0.6676963913988323,0.008427245704084624,11.729985988561758
phase1_pilot,study3,sparsity,load_targeted,0.05,1,complete,256.0,150.0,49.627518497571955,10.564399934666248,1.8412961658095197,12.405696100475769,50.569413953681405,0.24532014765655485,0.5270009185145634,0.5743119733186877,0.04213605656506239,21.46320734572194
phase1_pilot,study3,sparsity,load_targeted,0.1,1,complete,256.0,137.0,44.26771427797933,9.015150798415027,1.623940410090998,10.639091208506025,39.203918515981634,0.271378260350561,0.4938095686353785,0.5656697545796454,0.06819416925906854,32.82870278342171
phase1_pilot,study3,sparsity,load_targeted,0.15,1,complete,256.0,125.0,40.8342567811497,8.080954972307943,1.4714183459310746,9.552373318239017,32.13460779324418,0.29726123862245013,0.46238993765777475,0.5736668376255412,0.09407714753095767,39.89801350615917
phase1_pilot,study3,euclidean_length,none,0.0,1,complete,256.0,149.0,42.3832301611887,8.735316102883012,1.9349012369627911,10.670217339845802,57.75016802916173,0.18476513059858252,0.5691698826341778,0.5806554963323269,,
phase1_pilot,study3,euclidean_length,uniform,0.05,1,complete,256.0,144.0,40.253560792017495,8.312425625363312,1.8926398797742405,10.205065505137553,55.69502169570032,0.18323119719860126,0.5414606472732895,0.6028465898836199,-0.0015339333999812577,2.0551463334614084
phase1_pilot,study3,euclidean_length,uniform,0.1,1,complete,256.0,135.0,38.105122499527695,7.856007072762602,1.8235047188917883,9.67951179165439,52.00785081715601,0.18611635815953026,0.5112769641448451,0.6253457994854974,0.001351227560947743,5.742317212005716
phase1_pilot,study3,euclidean_length,uniform,0.15,1,complete,256.0,131.0,36.27456043490379,7.536892106172402,1.800502519762095,9.337394625934497,52.27134922775302,0.17863312813036317,0.48997270043814906,0.642942167345437,-0.00613200246821935,5.478818801408707
phase1_pilot,study3,euclidean_length,spatial,0.05,1,complete,256.0,139.0,40.207131788620124,8.266986545090855,1.844646039482317,10.111632584573172,53.63322471969602,0.18853299676710458,0.5378254695937199,0.6066779679696244,0.003767866168522066,4.116943309465711
