phase,study,variant,damage_type,damage_level,seed,status,segments,active_segments,total_length,tube_area,junction_area,surface,delivered_traffic,normalized_surface,gate_entropy,load_gini,surface_degradation,traffic_degradation
phase1_pilot,study3,euclidean_length,spatial,0.1,1,complete,256.0,133.0,37.90949712575781,7.840143263407704,1.8360331020890734,9.676176365496778,53.905839200267,0.17950145118330402,0.5106033068634741,0.6303166087134251,-0.005263679415278499,3.8443288288947244
phase1_pilot,study3,euclidean_length,spatial,0.15,1,complete,256.0,120.0,35.99850681474602,7.37231058682881,1.6933146028939512,9.06562518972276,46.77747438535283,0.19380322060789576,0.4800204329248664,0.6443201620616921,0.009038090009313243,10.972693643808896
phase1_pilot,study3,euclidean_length,load_targeted,0.05,1,complete,256.0,136.0,40.45927048133426,8.119611851320197,1.662145856926842,9.781757708247039,41.37707593416791,0.23640524336340338,0.5360131685039728,0.5332351639248789,0.05164011276482086,16.373092094993815
phase1_pilot,study3,euclidean_length,load_targeted,0.1,1,complete,256.0,123.0,38.30495591704477,7.51777733862524,1.4840338334173035,9.001811172042544,32.72436380998187,0.2750797913616257,0.5020501979707641,0.5239992177002033,0.09031466076304318,25.02580421917986
phase1_pilot,study3,euclidean_length,load_targeted,0.15,1,complete,256.0,111.0,36.26816127342784,6.990273936829414,1.347573890077594,8.337847826907009,26.90589511946819,0.30988925611975393,0.4710666901973163,0.5245530016355842,0.12512412552117141,30.844272909693537
phase1_pilot,study3,tube_only,none,0.0,1,complete,256.0,240.0,98.15276425796009,25.511543140372027,3.6617897195512725,29.1733328599233,199.2103818566194,0.14644484181279369,0.5775193803511358,0.5081831532785408,,
phase1_pilot,study3,tube_only,uniform,0.05,1,complete,256.0,227.0,91.83449098751494,23.80199601068618,3.5192917799825927,27.321287790668773,185.74488822245803,0.14709038860050044,0.5519006928820436,0.533617643951839,0.0006455467877067578,13.465493634161362
phase1_pilot,study3,tube_only,uniform,0.1,1,complete,256.0,217.0,89.21990513820555,23.25090354028665,3.506221661050103,26.757125201336752,183.33309726762894,0.145948143563065,0.5159252784879305,0.5541623951331589,-0.000496698249728672,15.877284588990449
phase1_pilot,study3,tube_only,uniform,0.15,1,complete,256.0,204.0,81.90511796534292,21.188080638955455,3.3060381122376716,24.494118751193128,169.06738874506033,0.14487784386780503,0.49339839407996455,0.5747764628917715,-0.0015669979449886573,30.142993111559065
phase1_pilot,study3,tube_only,spatial,0.05,1,complete,256.0,228.0,93.70292913460244,24.311803319302875,3.5221247915777156,27.833928110880592,187.464725598173,0.14847554930977958,0.5518085209478948,0.5398376725140928,0.0020307074969858896,11.745656258446388
phase1_pilot,study3,tube_only,spatial,0.1,1,complete,256.0,217.0,88.60210785783244,22.96411405717943,3.431674022366623,26.39578807954605,179.35846141204098,0.14716778829539137,0.5185395145814858,0.5552875491670306,0.0007229464825976861,19.85192044457841
phase1_pilot,study3,tube_only,spatial,0.15,1,complete,256.0,206.0,85.69406637249344,22.316983881770646,3.3310899801251406,25.64807386189579,170.19430631353185,0.15069877727366468,0.49153289756247076,0.573098142230337,0.0042539354608709945,29.01607554308754
phase1_pilot,study3,tube_only,load_targeted,0.05,1,complete,256.0,227.0,90.31284854896043,22.393982649998517,3.2776204510485116,25.67160310104703,156.7534858644899,0.1637705404625061,0.556171301905757,0.4891571071644609,0.017325698649712423,42.45689599212949
phase1_pilot,study3,tube_only,load_targeted,0.1,1,complete,256.0,214.0,83.65150219461503,20.073759078335627,2.9557235044581716,23.029482582793797,128.96378588785086,0.1785732515718397,0.5346304589111801,0.4910313105271169,0.03212840975904602,70.24659596876853
phase1_pilot,study3,tube_only,load_targeted,0.15,1,complete,256.0,202.0,77.60792385793985,18.072009820519263,2.7463108272081502,20.81832064772741,110.21182509245298,0.1888937110729696,0.5072914956245766,0.5056836166791558,0.04244886926017591,88.99855676416641
phase1_pilot,study3,full_surface,none,0.0,1,complete,256.0,256.0,88.58919508998666,29.11740616948999,4.525402252460664,33.642808421950654,292.53494989210833,0.1150044069373886,0.6740282212056578,0.3133952676077223,,
phase1_pilot,study3,full_surface,uniform,0.05,1,complete,256.0,243.0,83.41966653851195,27.372796663560187,4.379309005763893,31.75210566932408,275.76479602858967,0.1151419837682283,0.6401535922877066,0.34830361917318653,0.00013757683083970296,16.770153863518658
phase1_pilot,study3,full_surface,uniform,0.1,1,complete,256.0,230.0,80.0706591945819,26.36061839181308,4.290930254150162,30.651548645963242,264.1240924422103,0.11604980205094022,0.6045005523671516,0.38247127653153457,0.001045395113551617,28.410857449898003
phase1_pilot,study3,full_surface,uniform,0.15,1,complete,256.0,218.0,73.61852241002246,24.14123689650012,4.056934337931521,28.19817123443164,246.21380475466685,0.11452717389824539,0.5738524563899399,0.41417093250443493,-0.00047723303914321,46.321145137441476
phase1_pilot,study3,full_surface,spatial,0.05,1,complete,256.0,243.0,85.55274133820919,28.22859192234312,4.434883319991179,32.6634752423343,283.1993015124506,0.11533741455836503,0.6391013741979156,0.34888803721259665,0.0003330076209764332,9.335648379657755
phase1_pilot,study3,full_surface,spatial,0.1,1,complete,256.0,230.0,80.51837515362679,26.688423420781145,4.320456545735676,31.008879966516822,271.1408951445944,0.11436445228535783,0.6043239961988349,0.3818608989460148,-0.0006399546520307747,21.394054747513906
phase1_pilot,study3,full_surface,spatial,0.15,1,complete,256.0,218.0,78.14900227184212,25.930529591006355,4.208990188608869,30.139519779615224,258.83291768554534,0.11644392084266159,0.5721902669781125,0.41633952569806976,0.001439513905272985,33.70203220656299
phase1_pilot,study3,full_surface,load_targeted,0.05,1,complete,256.0,243.0,79.51415996391563,25.311122664156464,4.2104364386630815,29.521559102819545,252.55385188969467,0.11689213560102203,0.6442597538731483,0.3138902494957925,0.0018877286636334312,39.98109800241366
phase1_pilot,study3,full_surface,load_targeted,0.1,1,complete,256.0,230.0,73.00064711541893,22.759133695622744,3.9497293349152063,26.708863030537948,221.96483462464255,0.12032925429156892,0.6125176837206632,0.32762549518797957,0.005324847354180318,70.57011526746578
phase1_pilot,study3,full_surface,load_targeted,0.15,1,complete,256.0,218.0,67.06819586611047,20.53691870744482,3.744442899263348,24.281361606708167,198.17810558272333,0.12252292721280168,0.5816497536396986,0.3461642990883991,0.007518520275413082,94.356844309385
