phase,study,variant,damage_type,damage_level,seed,status,segments,active_segments,total_length,tube_area,junction_area,surface,delivered_traffic,normalized_surface,gate_entropy,load_gini,surface_degradation,traffic_degradation
phase1_pilot,study3,sparsity,none,0.0,3,complete,256.0,162.0,52.47689103736483,11.494773054149615,2.0401849890765877,13.534958043226203,63.26443631720587,0.21394260075633847,0.5644380552398428,0.5722779086710332,,
phase1_pilot,study3,sparsity,uniform,0.05,3,complete,256.0,152.0,49.22119394107732,10.78317045690509,1.9762013400004126,12.759371796905503,59.66303643191724,0.21385723150927663,0.5337804603306733,0.5975555168249329,-8.536924706184501e-05,3.601399885288629
phase1_pilot,study3,sparsity,uniform,0.1,3,complete,256.0,147.0,47.304293610351316,10.365966592367268,1.9125605068310563,12.278527099198325,56.859829875918024,0.2159437888546909,0.5090789337073356,0.6119878623087831,0.0020011880983524244,6.4046064412878465
phase1_pilot,study3,sparsity,uniform,0.15,3,complete,256.0,137.0,43.854677894742295,9.698626773472572,1.8806760074181799,11.579302780890751,55.2225273068284,0.20968440496134444,0.47868152216211945,0.6399948771569606,-0.004258195794994035,8.041909010377474
phase1_pilot,study3,sparsity,spatial,0.05,3,complete,256.0,153.0,50.57932356014126,11.086021669178294,1.9860218828865042,13.072043552064798,60.74957750602063,0.21517916809573684,0.5349902421960602,0.5980547160356753,0.0012365673393983645,2.514858811185242
phase1_pilot,study3,sparsity,spatial,0.1,3,complete,256.0,146.0,48.43140198504237,10.512715616770642,1.9041558878259834,12.416871504596624,56.49090477655262,0.2198030205307032,0.5086762085555004,0.6092194093765906,0.005860419774364717,6.773531540653252
phase1_pilot,study3,sparsity,spatial,0.15,3,complete,256.0,135.0,43.52854774385126,9.62257594219021,1.8826038924849868,11.505179834675197,55.804797755000735,0.20616829189354996,0.47999048294462643,0.644872906144814,-0.007774308862788515,7.459638562205136
phase1_pilot,study3,sparsity,load_targeted,0.05,3,complete,256.0,149.0,48.08536637633816,10.094656933443577,1.7720835685528147,11.866740501996391,46.045876427153374,0.2577155962747923,0.530865385739852,0.528411483279702,0.04377299551845382,17.218559890052497
phase1_pilot,study3,sparsity,load_targeted,0.1,3,complete,256.0,136.0,44.248370643641564,9.038013324534251,1.601360412923296,10.639373737457547,37.449982456975796,0.28409555990685914,0.4967381841382575,0.5327830258494557,0.07015295915052067,25.814453860230074
phase1_pilot,study3,sparsity,load_targeted,0.15,3,complete,256.0,124.0,40.56560240289801,8.10272444498859,1.4541225637412134,9.556847008729804,31.267053140196374,0.3056523095675801,0.46566646777034987,0.5431584166422163,0.09170970881124163,31.997383177009496
phase1_pilot,study3,euclidean_length,none,0.0,3,complete,256.0,145.0,42.14747223780272,8.838624394671337,2.1019934408505048,10.940617835521842,68.31381493492871,0.1601523475792069,0.5712971635488193,0.6092830047615985,,
phase1_pilot,study3,euclidean_length,uniform,0.05,3,complete,256.0,137.0,39.96247974715894,8.412776630482483,2.061152756127356,10.47392938660984,66.41009799634799,0.15771591521531353,0.5421398365956231,0.6315160889009901,-0.002436432363893376,1.9037169385807289
phase1_pilot,study3,euclidean_length,uniform,0.1,3,complete,256.0,131.0,37.78266029586742,7.960126552097075,1.9840474790592466,9.944174031156322,62.605407994814406,0.15883889823690003,0.5129292291975749,0.6483742799833869,-0.0013134493423068716,5.708406940114308
phase1_pilot,study3,euclidean_length,uniform,0.15,3,complete,256.0,131.0,36.1288004222614,7.612499706124998,1.927530133142841,9.54002983926784,60.153354285120045,0.15859514321451193,0.49176293505179247,0.6630677637950955,-0.0015572043646949751,8.16046064980867
