phase,study,variant,damage_type,damage_level,seed,status,segments,active_segments,total_length,tube_area,junction_area,surface,delivered_traffic,normalized_surface,gate_entropy,load_gini,surface_degradation,traffic_degradation
phase1_pilot,study3,sparsity,none,0.0,0,complete,256.0,146.0,54.803297888942716,12.065706495320267,2.061301806516019,14.127008301836286,62.851872645623345,0.22476670471285226,0.541567071632234,0.6123446473473613,,
phase1_pilot,study3,sparsity,uniform,0.05,0,complete,256.0,142.0,52.9076023645212,11.717642396758247,2.035684556103261,13.753326952861508,61.77251428974737,0.2226447653745212,0.518380332939531,0.6282543659639053,-0.0021219393383310747,1.079358355875975
phase1_pilot,study3,sparsity,uniform,0.1,0,complete,256.0,133.0,49.97916122847554,11.101028096555913,1.9886942687042413,13.089722365260155,59.39805373646567,0.2203729169499771,0.48867971182440323,0.6493937983889904,-0.004393787762875162,3.4538189091576754
phase1_pilot,study3,sparsity,uniform,0.15,0,complete,256.0,128.0,47.236043653738676,10.33897638543733,1.8588517416112869,12.197828127048618,53.15742464260292,0.22946612268680205,0.46209214394778975,0.6615098721912649,0.004699417973949793,9.694448003020426
phase1_pilot,study3,sparsity,spatial,0.05,0,complete,256.0,140.0,52.946318841950166,11.6706399086918,2.0118457325628394,13.68248564125464,60.214130387331544,0.22723047814472788,0.5136361966643798,0.6339207834979337,0.002463773431875621,2.6377422582918015
phase1_pilot,study3,sparsity,spatial,0.1,0,complete,256.0,129.0,47.96760729515954,10.652223521665512,1.963041034138906,12.615264555804417,57.80839857484136,0.21822546316154862,0.48460617713044163,0.6563323046526635,-0.006541241551303645,5.043474070781983
phase1_pilot,study3,sparsity,spatial,0.15,0,complete,256.0,124.0,45.93697577790096,10.04021964654317,1.8287663874639202,11.86898603400709,52.44158658278402,0.22632774492830213,0.46182605104763536,0.6727383930849762,0.001561040215449866,10.410286062839326
phase1_pilot,study3,sparsity,load_targeted,0.05,0,complete,256.0,133.0,50.15151685385544,10.502468650926808,1.7281350656351249,12.230603716561934,44.32038434369098,0.2759588820114412,0.5095176976943561,0.569947340162267,0.05119217729858894,18.531488301932363
phase1_pilot,study3,sparsity,load_targeted,0.1,0,complete,256.0,120.0,45.37026772791998,9.192907102436934,1.5203511873794704,10.713258289816403,34.247240394234765,0.3128210671389359,0.47678954271768015,0.5585937584976266,0.08805436242608367,28.60463225138858
phase1_pilot,study3,sparsity,load_targeted,0.15,0,complete,256.0,108.0,41.56722101307422,8.221179523309061,1.3813795798742832,9.602559103183344,27.79159821661058,0.345520218912378,0.4468146450503488,0.5602685652500883,0.12075351419952574,35.060274429012765
phase1_pilot,study3,euclidean_length,none,0.0,0,complete,256.0,140.0,41.118948759797036,8.417710194078332,1.9546755252787484,10.37238571935708,61.04726786818474,0.16990745171519225,0.54934965232294,0.6354236727552669,,
phase1_pilot,study3,euclidean_length,uniform,0.05,0,complete,256.0,132.0,38.936677091161485,7.990881264196803,1.9168035826957939,9.907684846892597,59.24072470777976,0.16724449091553786,0.5204672151150711,0.6583721603082917,-0.0026629607996543903,1.8065431604049778
phase1_pilot,study3,euclidean_length,uniform,0.1,0,complete,256.0,127.0,36.946468801427784,7.597987142689943,1.8634615155321654,9.461448658222109,57.35689083790578,0.16495748842647676,0.4943343462770895,0.6767172115500986,-0.004949963288715498,3.6903770302789596
phase1_pilot,study3,euclidean_length,uniform,0.15,0,complete,256.0,120.0,34.95274255611984,7.168680540126129,1.7836629868449858,8.952343526971115,52.27858917926639,0.17124302062858976,0.46884475050921326,0.6838833595056941,0.0013355689133975057,8.76867868891835
phase1_pilot,study3,euclidean_length,spatial,0.05,0,complete,256.0,128.0,38.88718164747473,7.91437571001899,1.8848106539881906,9.79918636400718,56.74366846024251,0.17269215452903025,0.5167665081208164,0.6634805789642337,0.002784702813837997,4.3035994079422295
phase1_pilot,study3,euclidean_length,spatial,0.1,0,complete,256.0,129.0,37.02291859034763,7.657573183859318,1.8946636034033468,9.552236787262665,57.676119770472916,0.1656185753067375,0.497110359714952,0.6662127255883386,-0.004288876408454767,3.371148097711824
phase1_pilot,study3,euclidean_length,spatial,0.15,0,complete,256.0,120.0,35.23370991090802,7.212338254653909,1.7342518697113065,8.946590124365216,51.02130963020346,0.17535006818632376,0.47008154654100287,0.6855774645737465,0.005442616471131506,10.025958237981278
phase1_pilot,study3,euclidean_length,load_targeted,0.05,0,complete,256.0,127.0,39.43965021351005,7.866830772193942,1.6234361039371052,9.490266876131047,39.767740299938495,0.23864234684109775,0.518883215565606,0.5624187762604438,0.0687348951259055,21.279527568246245
phase1_pilot,study3,euclidean_length,load_targeted,0.1,0,complete,256.0,114.0,37.30448532275746,7.244786703152358,1.420161616227317,8.664948319379675,30.244077102027433,0.28650066878495717,0.48569530011648776,0.5411582128613459,0.11659321706976492,30.803190766157307
