phase,study,variant,damage_type,damage_level,seed,status,segments,active_segments,total_length,tube_area,junction_area,surface,delivered_traffic,normalized_surface,gate_entropy,load_gini,surface_degradation,traffic_degradation
phase1_pilot,study3,euclidean_length,load_targeted,0.15,0,complete,256.0,102.0,35.185148961728444,6.677785774823256,1.28377948292079,7.961565257744047,24.251924323998423,0.3282859185975128,0.4546786003839076,0.5321935050644206,0.15837846688232057,36.795343544186316
phase1_pilot,study3,tube_only,none,0.0,0,complete,256.0,237.0,96.93033209885326,24.58583017048157,3.4297996490641856,28.015629819545758,170.82157801428485,0.16400521610661456,0.5889737366956038,0.4961308133548521,,
phase1_pilot,study3,tube_only,uniform,0.05,0,complete,256.0,225.0,91.97717261643936,23.40687582249859,3.34810969927502,26.754985521773612,163.96681976840634,0.1631731685589301,0.55981068105879,0.5260129406500886,-0.0008320475476844558,6.854758245878514
phase1_pilot,study3,tube_only,uniform,0.1,0,complete,256.0,211.0,86.7869976533562,22.08562155113954,3.2424556042922097,25.32807715543175,155.1187677228504,0.1632818357547323,0.5258056943919462,0.548530650318378,-0.000723380351882269,15.702810291434446
phase1_pilot,study3,tube_only,uniform,0.15,0,complete,256.0,202.0,81.1896777862049,20.408955380687395,3.0713998534147846,23.48035523410218,140.8152592008895,0.16674581551518672,0.5030058125475421,0.5701186459243026,0.0027405994085721586,30.006318813395353
phase1_pilot,study3,tube_only,spatial,0.05,0,complete,256.0,224.0,93.46679086072155,23.707760285964508,3.339605978717937,27.047366264682445,162.39475533791605,0.16655320060512985,0.5578625180864174,0.5212529258332659,0.0025479844985152877,8.4268226763688
phase1_pilot,study3,tube_only,spatial,0.1,0,complete,256.0,213.0,85.48636865656854,21.886617237426506,3.2695747638574844,25.15619200128399,156.98740488893958,0.16024337759757384,0.5317053062599743,0.5516807146022711,-0.003761838509040716,13.834173125345274
phase1_pilot,study3,tube_only,spatial,0.15,0,complete,256.0,201.0,82.24288850980193,20.60554902224006,3.0454340600079264,23.650983082247986,141.3102132937239,0.16736924054748928,0.5024428368945524,0.5667770527503948,0.003364024440874719,29.511364720560948
phase1_pilot,study3,tube_only,load_targeted,0.05,0,complete,256.0,224.0,89.58485772578436,21.753432986475445,3.0393428479286584,24.792775834404104,134.07557463663738,0.1849164241864833,0.5674156097643158,0.47210661050323477,0.020911208079868737,36.74600337764747
phase1_pilot,study3,tube_only,load_targeted,0.1,0,complete,256.0,211.0,83.36378423263814,19.637247556751312,2.7313761089064115,22.368623665657722,109.82918540047567,0.2036673911588911,0.5407108219615531,0.4677285774351796,0.03966217505227654,60.99239261380919
phase1_pilot,study3,tube_only,load_targeted,0.15,0,complete,256.0,199.0,77.72192442729855,17.888878161531238,2.5385679394871783,20.42744610101842,93.28424919374163,0.21898065617061402,0.5150179214527898,0.4750389191203832,0.05497544006399946,77.53732882054322
phase1_pilot,study3,full_surface,none,0.0,0,complete,256.0,256.0,92.71637928868742,30.46426644215585,4.546599721527619,35.01086616368347,295.28948378662517,0.11856455473299723,0.672183208214396,0.3409585871000864,,
phase1_pilot,study3,full_surface,uniform,0.05,0,complete,256.0,243.0,88.3202657749253,29.113374885617233,4.427498852796825,33.54087373841406,282.83577121542606,0.11858780660272732,0.6376079268126811,0.37560044980048946,2.325186973008153e-05,12.453712571199105
phase1_pilot,study3,full_surface,uniform,0.1,0,complete,256.0,230.0,82.77723505821821,27.162661586351483,4.289340270353695,31.452001856705177,265.1294848177235,0.11862883480176539,0.6044306406211444,0.4037532191228612,6.428006876815773e-05,30.159998968901675
phase1_pilot,study3,full_surface,uniform,0.15,0,complete,256.0,218.0,78.24114370293937,25.558379429091545,4.114725339416057,29.673104768507603,245.8383583757638,0.12070168774046751,0.5734611871152746,0.4355234665792027,0.002137133007470274,49.45112541086138
phase1_pilot,study3,full_surface,spatial,0.05,0,complete,256.0,243.0,89.88307923836174,29.632048631668404,4.4581173756027415,34.090166007271144,285.64857291859096,0.11934302929562793,0.6372201084380722,0.37533808646217626,0.0007784745626306933,9.640910868034211
phase1_pilot,study3,full_surface,spatial,0.1,0,complete,256.0,230.0,79.31700326563988,25.663859103490644,4.143935027800757,29.807794131291402,245.674060040317,0.12133065300091678,0.6088299302386606,0.3989013919759645,0.0027660982679195423,49.61542374630818
phase1_pilot,study3,full_surface,spatial,0.15,0,complete,256.0,218.0,79.02799036945828,25.864968646340017,4.127698019486555,29.992666665826572,251.26551327094376,0.11936642746627675,0.5726951871675776,0.42824080194344627,0.0008018727332795156,44.02397051568141
phase1_pilot,study3,full_surface,load_targeted,0.05,0,complete,256.0,243.0,83.43640480509413,26.439093298171024,4.209788468045769,30.648881766216792,249.83507587518602,0.12267645628871489,0.6439173187119233,0.3310613210794464,0.004111901555717654,45.45440791143915
phase1_pilot,study3,full_surface,load_targeted,0.1,0,complete,256.0,230.0,76.20275965547295,23.55961259231458,3.943912819192429,27.50352541150701,217.28035557180644,0.12658081922712927,0.6124092779355379,0.3397558530018483,0.008016264494132036,78.00912821481873
phase1_pilot,study3,full_surface,load_targeted,0.15,0,complete,256.0,218.0,70.77857829350202,21.534186431926244,3.679667804743339,25.213854236669583,193.03269401956572,0.13061960495048427,0.5817878492117498,0.356206679468551,0.01205505021748704,102.25678976705944
