phase,study,task,predictor,seed,status,epochs,train_samples,val_samples,train_loss,train_pred_loss,train_anti_collapse,train_ac_mean_norm,train_ac_cov_trace,train_ac_cov_min_eig,train_ac_cov_max_eig,train_ac_effective_rank,val_pred_loss,val_cov_trace,val_cov_min_eig,val_cov_max_eig,val_effective_rank,val_aliasing_rate
phase1_pilot,study1,maze,mlp,2,complete,3,384,128,0.48018621404965717,0.00015678516926224498,16.000981330871582,0.01205786969512701,6.004020178806968e-06,2.726508255279647e-11,5.115545718581416e-06,1.695744715553964,8.321828136104159e-05,0.00036372500471770763,0.0,0.0002895136713050306,2.048733107710973,0.6617647058823529
phase1_pilot,study1,maze,spiking,2,complete,3,384,128,0.480139322578907,0.0001234211764919261,16.00053056081136,0.01412810105830431,1.191071760331397e-06,5.98693230408065e-12,7.946476330289443e-07,2.8788633760235296,7.393082341877744e-05,0.0002179981820518151,0.0,0.00017234013648703694,2.1573324610196263,0.7248157248157249
phase1_pilot,study1,sorting,mlp,2,complete,3,384,128,0.4794694458444913,0.0016086414883223672,15.928693850835165,0.09401159733533859,0.10941856354475021,1.4608775700253318e-07,0.10360073298215866,1.2997413004584752,0.0013603679835796356,0.2836020886898041,6.0551870184610834e-09,0.14166724681854248,4.558392012508981,
phase1_pilot,study1,sorting,spiking,2,complete,3,384,128,0.48079583048820496,0.0014040098176337779,15.979727824529013,0.02942429855465889,0.029063967987895012,1.7367892013453456e-08,0.02136489748954773,2.3251510026044433,0.001173152806586586,0.20113614201545715,5.563863147983739e-09,0.08592258393764496,5.759863500288997,
